ID	Art	Ven	BgArt	BgVen	
Id115	5505.317865	4588.340961	1874.152381	2835.71978	 
Id116	3760.397714	3338.710227	1396.019048	1675.233333	 
Id117	9861.341948	9446.322906	1285.42735	1560.653846	 
Id118	9350.052455	4925.558411	1224.242857	1418.461905	 
Id119	4842.894678	4425.490566	1288.080952	1528.366667	 
Id120	3836.127778	2943.070707	1509.285714	1415.695	 
Id121	16037.02897	8656.534504	1089.966667	1541.07619	 
Id122	6168.922872	4907.317107	1048.26	1450.07	 
Id123	3932.694162	3345.758308	1008.935	1512.2	 
Id124	7163.735399	4049.12117	1040.219048	1459.89	 
Id125	7809.948718	4294.538103	1135.396907	1483.5	 
Id126	23636.73901	4474.369501	1191.42268	1524.235	 
Id127	2138.068548	3175.020718	987.98	1512.219048	 
Id128	12609.30171	5850.752055	1060.845	1270.51	 
Id129	3715.106933	3189.522523	1049.380952	1354.990476	 
Id130	19680.12962	21251.67914	1241.648438	1281	 
Id131	12345.74499	10918.30204	1417.238095	1540.714286	 
Id132	4729.070772	2763.035124	1234.67623	1328.873016	 
Id133	2546.569502	2412.098214	1024	1292.205128	 
Id134	4959.629163	2856.429454	1313.561475	1350.813492	 
Id135	2212.139241	2850.263926	1065.24359	1533.65812	 
Id136	3276.277952	3399.334783	1134.970085	1296.75641	 
Id137	1751.289872	2847.692901	975.111111	1509.657143	 
Id138	9566.706949	7674.191402	1289.089744	1381.598291	 
Id139	16673.73327	7081.442029	1234.483607	1198.107143	 
Id140	1718.220794	2231.161429	954.07265	1036.438095	 
Id141	3353.537123	3333.615758	1065.72381	1107.152381	 
Id142	18762.47869	17006.44896	1976.423077	1677.74359	 
Id143	22357.60201	3392.13895	1449.581197	1183.901709	 
Id144	11633.36543	11878.10766	1421.97619	1591.604762	 
Id145	13859.13056	23028.38591	1549.730769	1830.166667	 
Id146	26584.81673	3910.834515	1576.957265	1378.961905	 
Id147	1972.885635	2207.539363	1074.29	1123.752381	 
Id148	2193.940604	2611.765432	1153.79918	1202.952381	 
Id149	3017.068783	2357.169657	1012.281746	1298.260684	 
Id150	1866.364497	2925.677696	983.726496	1043.461538	 
Id151	2850.550234	2305.504188	1112.942857	1149.32381	 
Id152	1782.579268	2189.067122	1011.807692	1140.464844	 
Id153	6550.399417	3352.0954	1125.164948	1425.345361	 
Id154	1925.597561	2362.32287	1129.670455	1429.441406	 
Id155	4913.139614	6585.148446	1148.561905	1467.447619	 
Id156	1964.710559	2530.339909	1036.561905	1373.014286	 
Id157	6917.966551	9393.438228	1062.228571	1327.133333	 
Id158	2738.119565	3544.488429	1023.153846	1270.661905	 
Id159	1961.756152	2397.824161	1053.42735	1234.581197	 
Id160	4024.644495	5027.47821	1061.138095	1293.095238	 
Id161	36050.59091	39297.733	2012.69	1934.15	 
Id162	4483.2933	2716.638743	1216.165	1438.7	 
Id163	4691.145119	2337.027778	1062.345	1243.762887	 
Id164	7676.95618	6185.168618	991.32381	1122.690476	 
Id165	2729.017895	2793.603286	1004.538462	1172.709402	 
Id166	2181.828691	3480.75803	1248.285	1095.487179	 
Id167	3171.703859	3340.46049	973.849206	1288.698413	 
Id168	3389.744213	5882.606481	1067.142857	1184.266667	 
Id169	23057.60941	20052.18633	2040	2003.638095	 
Id170	25459.10683	3472.991314	2243.337607	1199.119658	 
Id171	48561.08758	2981.46789	2566.214286	1208.428571	 
Id172	54841.73479	58750.79091	1413.539683	1679.04918	 
Id173	8346.766075	6107.58105	1280.933333	1276.771429	 
Id174	2354.759894	2026.518433	1030.545	1132.072165	 
Id175	12140.89675	2609.24344	1580.990476	1087.666667	 
Id176	2194.693069	2166.528198	1101.42381	1018.925781	 
Id177	19028.71517	10436.70496	1260.425	1400.935	 
Id178	2387.481928	2509.567227	1050.58	1357.670103	 
Id179	6735.505195	2560.102828	1115.82	1418.807692	 
Id180	4932.740793	2720.280822	1367.896907	1548.175258	 
Id181	5205.510828	2786.053459	1184.98	1701.488636	 
Id182	3804.209091	2489.128065	1078.747619	1456.832031	 
Id183	7296.569502	2468.317308	1071.418803	1336.180952	 
Id184	3572.830258	2979.427824	1027.446721	1267.856557	 
Id185	2028.117007	2597.722689	1025.085	1390.945	 
Id186	10842.08942	2348.228814	1190.185	1254.778351	 
Id187	2538.382003	3731.955224	1350.768041	2003.319588	 
Id188	1568.718053	2137.331551	980.943299	1204.335165	 
Id189	2960.813582	4852.478667	1010.895	1209.11	 
Id190	52731.08374	47738.64206	2998.945	1417.885714	 
Id191	2488.957845	2942.883453	1072.947619	1350.655	 
Id192	8019.508451	2323.078755	1099.93299	1208.66	 
Id193	4112.168172	3900.607867	1058.919048	1248.780952	 
Id194	14190.86264	18551.82311	1412.871429	1234.068376	 
Id195	1970.943574	2222.903553	1088.757732	1076.8	 
Id196	10009.94766	3050.596677	1221.628571	1454.73	 
Id197	3299.299376	2395.838577	973.235043	1060.647619	 
Id198	9003.211236	2631.806233	1125.257143	1091.147619	 
Id199	14795.43487	3769.814856	1160.525641	1197.65812	 
Id200	3176.281671	4660.551724	1052.228571	1663.357955	 
Id201	17529.66121	34306.91895	1311.54	1582.275	 
Id202	3899.936396	2943.948718	1033.447619	1395.165	 
Id203	31367.08668	34147.35166	1284.965	1568.355	 
Id204	20709.8125	2712.820428	1441.695876	1354.58	 
Id205	4471.856476	2566.695172	1167.266667	1320.423077	 
Id206	3499.272406	2638.770932	1072.833333	1279.58	 
Id207	6858.708419	6678.211207	1020.893162	1243.696581	 
Id208	2746.160526	4237.452446	1081.695	1315.54	 
Id209	2692.516317	4319.008274	1033.12381	1364.080952	 
Id210	2171.163662	2452.868979	1010.645	1377.25	 
Id211	2088.182382	2789.879739	1068.604762	1374.717949	 
Id212	2125.487277	2785.610879	1053.090476	1303.17619	 
Id213	54470.7636	56300.81017	1587.880952	1545.6	 
Id214	3289.232617	3862.215324	1076.065	1229.975	 
Id215	56820.89445	60375.50588	2706.651639	3948.692623	 
Id216	1592.58312	2312.868984	1106.701031	1412.115	 
Id217	3230.008929	5645.758454	1001.175	1182.604762	 
Id218	3026.31813	4528.445727	1018.585714	1203.728571	 
Id219	19093.73667	3204.883397	1342.980952	1188.92381	 
Id220	12984.53696	9972.227608	1149.948718	1164.384615	 
Id221	2181.778887	2624.775547	1089.795	1282.815	 
Id222	16955.1062	18182.97297	1160.335	1255.135	 
Id223	1966.288889	2195.924194	998.242857	1103.966667	 
Id224	38243.97534	10351.07809	1620.47	1218.05	 
Id225	20271.19383	24202.90862	1254.985	1626.89	 
Id226	9575.694413	4107.206591	1074.095238	1401.742857	 
Id227	56154.84585	2770.544554	1596.82906	1389.680952	 
Id228	5171.892617	3339.453728	1137.338095	1463.914286	 
Id229	2347.880109	3443.77292	1013.68	1258.175	 
Id230	17192.97727	8934.828829	1617.5	1454.630952	 
Id231	15942.95636	13699.52441	1637.145	1885.125	 
Id232	9875.352645	12399.91465	1185.82	1283.64	 
Id233	3167.647126	3119.135476	1095.704762	1220.346154	 
Id234	23492.66958	2483.422535	1747.852381	1214.295238	 
Id235	13960.28084	11302.62382	1094.273504	1327.346154	 
Id236	11751.47333	2714.731544	1306.22381	1180.047619	 
Id237	59214.2996	5719.23723	2134.217949	1333.180952	 
Id238	59787.72058	58153.15225	2382.245902	1715.819672	 
Id239	62813.13729	64137.95747	6366.18543	4642.679245	 
Id240	55877.00269	17788.49648	1498.192623	1410.008547	 
Id241	19561.57663	2599.650649	1256.87619	1063.290476	 
Id242	12706.43771	9228.989643	1282.690476	1357.52381	 
Id243	46507.73422	4348.720985	1520.438095	1187.804762	 
Id244	19042.04054	2718.235955	1228.204762	1262.485714	 
Id245	21438.14643	22376.33038	1229.43	1293.92	 
Id246	8068.288867	2742.159954	1168.388889	1227.860656	 
Id247	1900.253472	2417.92616	1108.375	1129.587629	 
Id248	2141.239485	2698.491474	1027.642857	1230.821429	 
Id249	3787.876076	3738.439359	1109.126374	1517.471591	 
Id250	6128.443286	8146.964549	1104.39	1604.865979	 
Id251	2069.781547	2396.421053	1007.025	1362.05	 
Id252	7069.083763	9714.308101	1066.995	1319.795	 
Id253	2441.887517	4846.049655	1029.625	1250.405	 
Id254	3581.896104	2623.703839	1056.165	1346.304124	 
Id255	2239.974359	3118.92782	1119.97	1457.47	 
Id256	6585.798842	5563.171032	1067.402062	1298.865979	 
Id257	3153.468182	2725.423631	1144.895238	1383.561905	 
Id258	9895.258032	5939.783145	1226.871795	1354.042735	 
Id259	1645.266667	2321.130019	1093.365	1250.92	 
Id260	3072.103409	4435.473561	1008.314286	1170.047619	 
Id261	7922.13969	2871.276402	1657.095238	1432.200855	 
Id262	18865.973	9395.75703	1593.995238	1194.947619	 
Id263	8093.748768	3111.652336	1673.185	1687.097938	 
Id264	3728.886541	2335.530357	1046.57619	1239.75	 
Id265	2804.837758	3512.286169	1024.943299	1211.283505	 
Id266	13190.02215	3757.531585	1219.666667	1164.885714	 
Id267	6632.208989	2796.085859	1187.2	1612.021978	 
Id268	2373.405325	2827.753108	998.93299	1324.876289	 
Id269	19137.44907	12457.06893	1350.590476	1304.585714	 
Id270	53580.45335	2966.480305	2334.047619	1115.228571	 
Id271	3137.851515	4203.866987	1302.314433	1511.371134	 
Id272	4156.378223	2719.188679	1200.608247	1182.510309	 
Id273	44209.95906	15410.69311	1491.305	1419.095	 
Id274	1796.306836	2444.884521	1021.88	1422.798969	 
Id275	1550.622468	2387.894168	970.805	1283.64433	 
Id276	1648.441617	2476.266533	947.915	1379.27	 
Id277	2162.203125	2857.535714	1006.237113	1421.824742	 
Id278	5622.660691	8087.028571	1064.545	1265.265	 
Id279	15235.87049	18241.32573	1309.99	1877.035	 
Id280	17094.73547	14444.83425	1194.888889	1551.785714	 
Id281	24952.62156	38838.73625	1448.333333	1685.247619	 
Id282	26737.73883	30212.4623	1309.484536	1426.958763	 
Id283	18347.0398	2204.604693	1420.315	1173.63	 
Id284	3499.859827	4119.710084	962.237113	1103.845	 
Id285	2234.115764	3182.998617	1086.942857	1365.185714	 
Id286	5629.53603	11696.71285	1066.315	1416.83	 
Id287	1618.281201	2281.917557	1023.014286	1113.019048	 
Id288	8940.263393	9839.872768	1250.880952	1360.742857	 
Id289	2154.171359	2436.822259	992	1199.12	 
Id290	4428.659627	10598.8154	1293.775	1406.647619	 
Id291	1709.106742	2302.282692	1040.654639	1124.005155	 
Id292	3171.757069	3390.884668	1043.495	1217.515	 
Id293	26085.69816	26509.63811	1826.6	1536.97	 
Id294	2139.631579	2336.541946	1008.78	1129.205	 
Id295	2109.944323	2664.40448	1048.581197	1274.850427	 
Id296	5732.446271	6092.787234	1171.03	1243.733333	 
Id297	1610.579466	2621.267692	989.095238	1371.12381	 
Id298	2698.954678	2548.132632	1287.504762	1194.802198	 
Id299	25380.95813	3213.274131	1965.36	1384.928571	 
Id300	22089.63121	2593.334537	1333.995726	1321.17623	 
Id301	2520.476415	3597.160906	1030.590476	1270.149573	 
Id302	18870.62295	23242.21704	1103.647541	1583.213675	 
Id303	1916.984524	2854.022788	1052.141026	1464.679487	 
Id304	1677.146379	2493.568369	1030.97	1325.252381	 
Id305	2367.21148	2635.972376	1083.798969	1336.64433	 
Id306	4911.341683	2684.390773	1228.568376	1508.25	 
Id307	1773.279221	2380.516287	974.933333	1244.238095	 
Id308	7975.056	6340.662887	1141.286325	1139.299145	 
Id309	2086.763499	2294.578947	914.807692	1296.795238	 
Id310	2073.287257	3124.54148	1037.273504	1239.547009	 
Id311	1701.364634	2551.432364	972.008547	1199.794872	 
Id312	1732.605749	2492.950116	953.97541	1215.27459	 
Id313	2432.660741	2143.24	974.340206	1248.780952	 
Id314	1715.822222	2355.274194	948.535	1104.97	 
Id315	1731.109848	2431.969697	1020.613402	1150.885	 
Id316	23938.7511	26340.93065	1344.738095	1460.128571	 
Id317	3756.203974	2364.259868	998.13	1084.715	 
Id318	4215.769728	3645.415894	1065.15	1047.66	 
Id319	2085.47182	2197.748428	996.252577	1136.015464	 
Id320	5367.631443	2241.116667	1195.095	1149.285	 
Id321	5849.009957	4355.326252	1072.783505	1364.252577	 
Id322	7542.065954	2710.985876	1437.974227	1293.613636	 
Id323	3375.198251	4088.841424	1022.247423	1451.742268	 
Id324	6217.183136	2633.416667	1069.745	1239.51	 
Id325	2544.876543	3512.590909	1013.95	1278.935	 
Id326	3513.880697	3163.838849	1073.455	1230.7	 
Id327	7332.475229	8536.169231	1412.386364	1928.323864	 
Id328	4379.668865	6247.515272	1127.945	1311.48	 
Id329	19984.11268	13229.96562	1355.695876	1464.06701	 
Id330	1765.971963	3058.182813	1048.49	1386.92	 
Id331	3247.267066	2828.784111	921.442857	1263.335052	 
Id332	4190.851511	4612.668016	985.955	1131.05	 
Id333	25471.98381	25732.29713	1444.505	1500.61	 
Id334	15222.75354	2592.007321	1123.891753	1035.515	 
Id335	2264.251344	2781.682589	1005.47	1164.415	 
Id336	2777.409333	2263.07571	988.24	979.325	 
Id337	5598.305483	2391.221465	1103.43	1168.78	 
Id338	2155.439655	2495.915129	1026.345	1294.22	 
Id339	4296.031621	2538.959807	941.635	1169.325	 
Id340	3508.194079	2750.88664	1008.318681	1253.175824	 
Id341	7711.953887	2209.401266	1039.33	1109.5625	 
Id342	5461.192628	2716.679945	968.009524	1157.652381	 
Id343	31897.96849	4354.938742	1992.038462	989.402062	 
Id344	12100.76861	12007.64923	1151.885	1195.391753	 
Id345	1465.184015	2736.967187	1015.679487	1569.065574	 
Id346	5295.923304	6118.520129	1008.175258	1636.201031	 
Id347	3640.81903	5865.424658	1174.061856	1935.819588	 
Id348	3347.248357	3906.021067	1005.43	1520.285	 
Id349	1994.325137	4068.656168	1092.323864	1685.931818	 
Id350	4091.097561	3099.725041	940.175	1478.78	 
Id351	1829.488856	2672.949807	1046.49	1567.471429	 
Id352	2560.206993	3365.838323	1058.055	1388.68	 
Id353	5506.380261	5789.843882	1059.494845	1429.7	 
Id354	5916.910198	5338.015221	1067.773196	1246.061856	 
Id355	43052.06407	41606.3876	1658.618557	1279.2	 
Id356	4348.888227	4387.494215	980.180412	1255.783505	 
Id357	3615.347826	4041.425656	996.19	1182.665	 
Id358	1884.426952	2847.654891	910.033333	1300.390476	 
Id359	2842.412639	3045.977712	1014.938095	1297.415	 
Id360	19917.59745	9532.483131	1114.78	1251.405	 
Id361	2154.443056	2409.925714	913.075	1237.06	 
Id362	2057.370833	2484.5	951.195	1196.885	 
Id363	1652.996774	2536.181474	953.775	1148.994845	 
Id364	2952.57382	2620.667851	1006.396907	1188.685567	 
Id365	6944.359124	2342.874016	1036.840206	1126.407216	 
Id366	9507.5734	7488.986129	1172.775	1279.82	 
Id367	2294.308585	2169.800347	977.28125	1175.386719	 
Id368	4970.995569	2154.292056	975.216495	1049.5	 
Id369	1466.071823	2266.981538	950.795455	1258.863636	 
Id370	1553.344828	2483.228216	1066.840909	1319.079545	 
Id371	1514.636364	2208.869347	1040.956044	1264.036082	 
Id372	1894.056818	2591.896	996.752577	1322.891753	 
Id373	2071.640741	2589.97669	1039.840659	1300.532967	 
Id374	5218.897661	4469.835938	1059.365979	1293.93299	 
Id375	1428.031429	2242.187638	967.545455	1297.04	 
Id376	1702.767624	2349.399123	1016.880682	1400.94	 
Id377	27021.98235	8634.601542	1613.26	1548.31	 
Id378	6359.680824	7333.184314	1055.42	1423.6	 
Id379	2876.082579	3103.809019	1024.433333	1407.847619	 
Id380	1587.013725	2225.106101	957.85567	1229.203297	 
Id381	2534.508181	2446.718797	931.127049	1212.361905	 
Id382	2414.200782	3172.579025	916.81	1333.155	 
Id383	2760.614138	4072.792916	1049.639175	1252.235	 
Id384	2249.647709	2094.229765	936.603093	1121.148352	 
Id385	7587.41689	3342.713869	1033.69	1238.235	 
Id386	11918.55848	12228.59098	994.546392	1244.958763	 
Id387	7638.812041	7363.470939	1058.092784	1277.881443	 
Id388	19267.21347	18750.09987	1215.33	1467.86	 
Id389	2199.865889	2999.455639	947.785	1211.3	 
Id390	2627.292958	4099.663818	958.825	1167.43	 
Id391	1650.639889	2374.419204	1068.626374	1331.025	 
Id392	2483.174101	2876.07856	1048.905	1208.665	 
Id393	4111.3129	3999.715258	1317.106557	1516.82377	 
Id394	55625.66901	60825.98231	2084.521368	8831.003968	 
Id395	1804.511513	2156.031768	1086.81	1211.269531	 
Id396	1581.705063	2049.784106	1011.988281	986.320313	 
Id397	5493.043033	2233.049069	1535.38	853.824219	 
Id398	2996.390052	1730.061033	1117.221591	838.171875	 
Id399	1413.717848	2090.348214	970.003906	1097.621094	 
Id400	2911.379242	2059.577399	952.707031	1004.550781	 
Id401	3968.77088	2956.200739	1015.047619	1303.547009	 
Id402	41021.5515	41687.60734	1633.571429	1462.109524	 
Id403	3429.714773	3263.045735	1121.280952	1303.32381	 
Id404	8940.659598	11957.99661	1135.133333	1386.8	 
Id405	1573.254676	2636.318966	966.5	1391.794872	 
Id406	15982.0325	3345.681034	1475.27	1348.485	 
Id407	5875.930612	6071.940452	1032.987179	1166.538462	 
Id408	6318.137698	2677.058728	1055.142857	1439.757143	 
Id409	3972.435028	5053.020906	1026.709524	1382.4	 
Id410	2737.630536	2731.047955	946.795238	1319.009524	 
Id411	32303.90198	11944.02981	1209.568376	1402.850427	 
Id412	3366.209302	4108.982415	1223.833333	1506.890476	 
Id413	11704.95118	5932.672819	1321.345238	1570.103175	 
Id414	16392.40347	6081.122977	1095.547009	1417.307692	 
Id415	2854.804167	2652.11967	984.705128	1427.905983	 
Id416	2680.274914	2758.236148	1033.190476	1400.594017	 
Id417	2047.518428	2255.39486	1076.62381	1142.976563	 
Id418	3257.385051	2894.727621	1217.547619	1242.342857	 
Id419	1905.820213	2295.236111	1010.430328	1234.355469	 
Id420	1513.391593	1875.085714	1021.23	1038.308594	 
Id421	1437.051282	2299.472603	899.273438	927.289063	 
Id422	1337.115108	1768.146296	876.859375	782.324219	 
Id423	2236.811465	2526.278339	969.22381	1046.695313	 
Id424	2888.43352	3306.452221	1060.639344	1083.72619	 
Id425	2962.335443	4302.610013	972.235	1247.4	 
Id426	4768.777494	2485.903922	1069.38	1223.345361	 
Id427	6749.832579	6863.490241	1043.166667	1104.914286	 
Id428	2283.816296	3260.830357	1191.895	1645.065	 
Id429	3055.068517	3383.290598	1016.174603	1242.178571	 
Id430	1849.032715	2441.303548	947.863248	1212.67094	 
Id431	2687.130539	2578.413953	1301.733333	1426.8	 
Id432	4659.277962	2774.651466	1259.047619	1515.961905	 
Id433	15411.71612	14146.23786	1843.431624	2088.816239	 
Id434	2312.520737	2685.342428	992.571429	1299.247619	 
Id435	3609.527621	4456.318893	1057.933333	1602.495238	 
Id436	48222.57221	44453.62015	1445.090164	1500.52459	 
Id437	6811.166851	15912.1559	1273.638095	1998.752381	 
Id438	1933.522949	2807.572816	979.46	1520.514286	 
Id439	4329.716049	4449.309904	1222.642857	1395.320513	 
Id440	28006.51408	24165.20814	1243.135246	1523.459016	 
Id441	2474.886883	2651.977573	1024.533333	1186.552381	 
Id442	7147.720567	7299.706997	1111.051546	1312.128866	 
Id443	1730.393791	2244.962617	917.835052	1147.082474	 
Id444	1546.730703	2011.230435	949.542857	1061.601563	 
Id445	2067.407051	1957.743719	1150.721591	851.214844	 
Id446	1386.462295	1594.268908	871.198864	696.515625	 
Id447	1826.253833	2294.358799	991.03	1073.640625	 
Id448	8596.257996	8228.7506	1828.675824	2163.647727	 
Id449	2852.584371	3062.823765	1091.142857	1385.995238	 
Id450	2838.94337	3339.242188	1017.81	1301.725	 
Id451	2034.790429	2365.366782	1016.216495	1187.97	 
Id452	11832.77949	10062.35877	1267.4	1351.971429	 
Id453	7118.183	2889.667974	1139.91453	1479.747863	 
Id454	2805.756063	2616.197869	1003.087629	1255.6	 
Id455	9823.317172	4625.488912	1010.034188	1248.777778	 
Id456	4625.195313	4394.654472	1014.15	1366.445	 
Id457	31109.30915	30876.55289	1538.397436	1706.034188	 
Id458	2304.807975	2622.283237	991.752137	1378.709524	 
Id459	2683.411957	2860.645283	917.696581	1348.692308	 
Id460	4141.312925	3406.619048	948.795238	1392.428571	 
Id461	1668.372671	2624.076923	942.145299	1586.987179	 
Id462	2414.057274	2609.918033	923.347619	1325.461905	 
Id463	8677.846389	2613.041005	1636.910256	1412.434426	 
Id464	4700.522388	4533.503632	1053.42	1492.685714	 
Id465	18814.74453	14043.13174	1242.649573	1298.760684	 
Id466	19572.5708	3737.231614	1371.433333	1047.371795	 
Id467	3349.623616	3437.397974	997.9	1179.357143	 
Id468	26271.21429	20622.24884	1581.342857	1558.047619	 
Id469	4011.155039	3443.213608	1223.733333	1163.033333	 
Id470	8933.476554	3403.481855	1418.179487	1407.25	 
Id471	4406.936034	2672.474419	1036.594017	1084.061905	 
Id472	8740.880653	9099.697076	1189.935	1262.290476	 
Id473	5907.498316	5855.711864	1152.1	1444.747619	 
Id474	5588.286517	6416.593195	1054.85567	1417.824742	 
Id475	3630.872651	3302.975169	990.25641	1200.700855	 
Id476	3945.120067	3220.12449	983.56746	1331.348361	 
Id477	17519.70033	14707.614	1362.104762	1395.171429	 
