ID	Art	Ven	BgArt	BgVen	
Id68	3126.627698	1758.804498	2049.12381	1138.33	 
Id69	23642.39032	38810.11492	1940.508547	1570.247863	 
Id70	5491.538089	11122.85147	1991.914286	1121.019048	 
Id71	3955.004249	3789.466403	1850.67	993.325	 
Id72	30399.30059	33511.24058	1984.62381	1189.738095	 
Id73	15794.11908	26496.99876	1858.485	1563.625	 
Id74	7215.357392	9784.440489	1660.447619	1003.804762	 
Id75	7816.846234	10842.69767	1805.235043	1178.824786	 
Id76	64084.86386	61974.69436	5583.914063	3164.481481	 
Id77	3479.542582	2077.259582	1977.304762	1379.2	 
Id78	3803.684932	7146.661654	1655.02	1304.47	 
Id79	3662.194332	2649.636129	1640.755	1007.28	 
Id80	13577.9427	11307.38791	2038.490476	1494.609524	 
Id81	9103.963655	31610.47326	1855.850427	1500.102564	 
Id82	3268.142222	2108.274138	2015.731959	1143.365979	 
Id83	18436.01491	54367.90133	1884.804762	1625.185714	 
Id84	11236.91676	14595.16173	1821.085714	1318.333333	 
Id85	9957.796253	30112.802	1987.485714	1491.119048	 
Id86	3920.394834	3263.697979	1529.37619	1107.809524	 
Id87	4194.805054	4593.048443	1552.947619	1060.2	 
Id88	12441.7451	19779.5078	1474.328571	1243.285714	 
Id89	2780.48881	1594.163752	1687.550781	944.14	 
Id90	2665.211082	1381.018705	1751.941406	959.621094	 
Id91	3112.50922	1882.229292	1764.609524	899.942857	 
Id92	7513.441909	10001.72449	1721.619658	1057.730769	 
Id93	4432.963007	4339.571429	1917.128571	1094.438095	 
Id94	24785.27854	14257.74495	1676.936508	973.777778	 
Id95	3191.658156	1765.442977	1946.615385	1028.944444	 
Id96	3035.131503	1711.925501	1740.824786	1051.87619	 
Id97	3095.150063	1768.367953	1628.25641	1020.86	 
Id98	12549.50832	18039.66542	1742.7	1140.9	 
Id99	2764.838006	1532.711165	1672.615385	1063.840206	 
Id100	2618.641604	1356.175231	1681.463918	921.875	 
Id101	5345.560517	5345.310034	1859.252381	1104.671429	 
Id102	4186.583614	2150.768953	1807.965812	1048.942857	 
Id103	6144.531049	8428.017418	1694.542735	1077.615385	 
Id104	4315.079137	8740.599104	1916.885714	1312.72381	 
Id105	3057.580913	1651.791045	1886.896907	1116.043956	 
Id106	12422.89757	11853.87487	1842.602564	1236.679487	 
Id107	3308.419643	2562.086842	1886.108247	1113.61	 
Id108	15708.46319	38144.66254	1954.371429	1379.205128	 
Id109	3242.748899	2199.010664	1735.36	1013.2	 
Id110	3061.933975	2035.816525	1625.87619	999.557143	 
Id111	3149.074567	3744.981132	1533.733333	1060.814286	 
Id112	2431.702439	1611.184982	1561.452991	1085.214286	 
Id113	3342.049248	3841.014134	1634.214286	982.014286	 
Id114	2910.022181	1947.160772	1759.34	984.757732	 
Id115	3259.096886	3343.847167	1710.561856	975.055	 
Id116	3309.803279	2379.788918	1714.704762	975.48	 
Id117	3227.436893	2176.109705	1722.337607	945.055556	 
Id118	5084.245573	5803.662896	1740.928571	1031.985714	 
Id119	3137.945115	2881.997959	1670.356557	961.029915	 
Id120	4388.168688	3588.18143	1604.995726	992.709402	 
Id121	3225.557047	1999.698413	1953.352381	976.757143	 
Id122	3081.261411	2004.931034	1665.847619	1080.928571	 
Id123	5304.707113	3256.918367	1789.77619	1082.316239	 
Id124	19451.29412	30275.47788	1909.228571	1722.3	 
Id125	14154.35267	34731.85477	1738.866667	1449.961905	 
Id126	3157.788368	2256.932203	1774.675	1058.275	 
Id127	5522.406288	2119.993225	1701.3	1010.75	 
Id128	8867.879673	11551.24642	1860.461905	1066.166667	 
Id129	3512.99106	3688.611326	1605.190476	1081.68	 
Id130	3563.630592	2911.086842	1692.74	1002.765	 
Id131	4740.250271	3074.560669	1639.722222	1052.115385	 
Id132	3297.964736	1784.18209	1555.004762	1062.135	 
Id133	15151.52267	5591.795396	2119.505	1217.095	 
Id134	4127.784932	3967.723307	1871.75	1124.095238	 
Id135	2777.562399	2026.503597	1674.057143	1041.514286	 
Id136	2453.965842	2128.385201	1502.898438	1109.282051	 
Id137	3897.932246	2272.319098	1573.247619	969.42381	 
Id138	3363.665409	2630.525287	1612.728571	993.333333	 
Id139	3741.014085	4829.205984	1632.638095	953.27619	 
Id140	3525.61811	3048.77896	1776.585714	1023.904762	 
Id141	3158.45	2171.713974	1709.820513	953.987179	 
Id142	4469.582535	6560.408669	1462.303419	1054.876068	 
Id143	3144.290076	2238.605428	1694.029915	979.568376	 
Id144	3206.916345	3108.824675	1648.217949	960.74359	 
Id145	2809.841837	1400.409836	1791.554945	966.545455	 
Id146	4858.590476	5406.651109	1642.666667	1050.847619	 
Id147	4990.279412	2402.268548	1622.867521	1012.388889	 
Id148	3252.86193	3174.958869	1631.128571	1177.98	 
Id149	3271.676294	3395.440777	1628.482906	1075.311475	 
Id150	2742.719755	1753.310665	1665.004274	1043.01	 
Id151	7347.070688	2246.957645	1889.340164	1072.974359	 
Id152	4441.596639	5926.502877	1584.2	1093.485714	 
Id153	3524.031384	2184.954485	1711.505	1096.775	 
Id154	2508.247423	1454.458204	1642.414773	1035.050781	 
Id155	7035.346021	23001.43187	1614.47619	1431.42381	 
Id156	2828.915691	1975.675633	1654.730769	1152.525	 
Id157	3485.849845	2379.753012	1818.265	1065.733333	 
Id158	5322.355615	5722.220794	1990.165	1181.390476	 
Id159	3446.246479	2541.363951	1370.944444	1028.900794	 
Id160	7352.832744	8372.143965	2055.980952	1401.009524	 
Id161	4042.291971	2727.880274	1658.757143	970.414286	 
Id162	20655.71827	11355.35651	1636.285	1054.21	 
Id163	2985.521158	2381.225954	1693.357143	952.14433	 
Id164	3146.078171	2716.256545	1525.905	1004.715	 
Id165	3006.363384	2190.119624	1569.757143	982.895	 
Id166	3140.138148	2393.595491	1814.842857	1090.365	 
Id167	2924.078029	1477.761488	1817.315	1050.18	 
Id168	6348.602394	3070.422402	1650.39	1019.56	 
Id169	19407.09329	28627.81556	1791.147619	1366.057143	 
Id170	3648.058233	2254.866667	1600.631148	1205.790598	 
Id171	3422.522496	2615.66586	1637.5	988.842857	 
Id172	3252.435764	2832.065811	1900.41	1327.206186	 
Id173	3303.077519	2629.711328	1471.347619	1017.842857	 
Id174	3628.225214	4595.266286	1581.419048	1052.952381	 
Id175	6796.332248	16690.85553	1678.008547	1128.461538	 
Id176	3722.154961	3319.32	1695.444444	1136.055556	 
Id177	5081.522167	1874.538813	1689.904762	1024	 
Id178	3389.696602	2547.925926	1732.957265	981.141026	 
Id179	2699.027624	2124.067321	1581.79	1007.9	 
Id180	2847.543321	1981.561798	1783.9	1201.07	 
Id181	5409.919315	13069.99621	1716.738095	1412.905	 
Id182	4716.97806	3070.232356	1562.880952	1124.094017	 
Id183	3132.123552	2080.171895	1448.890476	1059.333333	 
Id184	6348.650173	15438.54415	1528.314286	1104.611111	 
Id185	2444.710476	1701.955626	1367.840206	958.1	 
Id186	3321.781065	4129.131824	1469.57	950.365	 
Id187	2568.061265	1536.376812	1419.737113	887.443299	 
Id188	2760.681109	2128.690736	1461.546392	894.48	 
Id189	4018.462287	5746.042725	1543.847619	945.92381	 
Id190	2574.397459	1576.72956	1490	1009.835052	 
Id191	3120.433846	2946.323684	1540.18	988.695	 
Id192	2706.23384	1816.895904	1485.489691	1030.221649	 
Id193	4853.081081	9813.325407	1513.125	1116.9	 
Id194	21649.84408	31298.29142	1602.709402	1215.901709	 
Id195	3050.318376	2889.881579	1743.829897	1740.153846	 
Id196	3610.3596	5995.606557	1541.051282	1375.704762	 
Id197	2823.978992	1846.090759	1666.082474	944.113402	 
Id198	2737.477137	1813.184094	1575.309278	956.525	 
Id199	2970.892911	1956.02091	1477.47	985.8	 
Id200	12297.05549	16871.19753	1629.9	1325.09	 
Id201	2606.63522	1900.427966	1533.833333	1050.07	 
Id202	4720.940733	11834.22768	1474.098291	1333.166667	 
Id203	4087.611561	2646.986034	1822.132479	1115.864754	 
Id204	5592.567639	10237.52484	1576.775	1250.905	 
Id205	3207.408521	1871.256098	1907.972527	1149.472527	 
Id206	2674.175866	2790.551471	1470.307692	1088.816239	 
Id207	3130.923228	5387.503737	1601.706186	1437.64433	 
Id208	2802.849427	2526.28	1440.225	1109.625	 
Id209	2768.51084	3070.40547	1434.757143	988.9	 
Id210	2869.581538	2349.720609	1372.355	970.615	 
Id211	4532.957708	7038.18822	1471.585	968.345	 
Id212	2843.91194	2101.672705	1374.275	926.771429	 
Id213	11736.43693	17006.13688	1579.795238	1327.819048	 
Id214	2953.372754	2725.186585	1460.585	971.047619	 
Id215	2749.637879	2081.422925	1516.9	993.745	 
Id216	9789.09438	27684.53776	1602.354701	1087.012821	 
Id217	3765.889135	6073.764585	1493.747863	1041.495726	 
Id218	3323.243119	2748.128647	1504.615	1005.68	 
Id219	2771.532905	1865.729196	1535.97	971.08	 
Id220	2979.09771	3192.239637	1525.115	964.565	 
Id221	2881.486842	1860.776786	1520.97619	1012.242857	 
Id222	3625.750903	2267.359551	1473.366667	1021.24359	 
Id223	4324.960543	2180.837736	1478.819048	1018.7	 
Id224	4702.528525	2261.14164	1494.692308	1001.602564	 
Id225	2412.40528	1733.072531	1346.47619	984.695	 
Id226	2654.673736	1906.546722	1420.765	979.73	 
Id227	4080.208103	6194.303207	1682.054945	1265.350515	 
Id228	6539.273684	2215.086239	1536.419048	1311.231959	 
Id229	3052.181818	2149.645631	1396.952381	991.628571	 
Id230	2941.689802	2980.013158	1270.5	998.915	 
Id231	3354.265734	1653.924658	1390.765	976.642857	 
Id232	4001.576224	1553.162313	1549.96	1021.57	 
Id233	2436.533654	1833.840678	1411.261719	964.896907	 
Id234	2956.470588	2208	1361.747863	893.444444	 
Id235	2641.692412	1861.804374	1314.285714	1031.65812	 
Id236	3194.276836	2855.23093	1402.628205	946.337607	 
Id237	3141.99106	2475.060427	1484.485714	992.314286	 
Id238	4121.552878	2501.165239	1537.225	998.92381	 
Id239	2816.403509	2762.934469	1465.705	1068.47	 
Id240	2936.381612	1751.237885	1359.628571	1055.042857	 
Id241	2710.917012	1701.194704	1603.659794	974.92	 
Id242	2913.24173	2238.742004	1580.5	1035.115385	 
Id243	3133.589189	2446.968858	1554.680952	979.033333	 
Id244	2725.14867	1664.564955	1560.009524	1089.904762	 
Id245	2929.797872	1858.842912	1606.404762	1002.695238	 
Id246	2524.323052	1852.948084	1273.725	915.295238	 
Id247	2554.760062	1713.334211	1467.12381	968.766667	 
Id248	2872.93323	2234.91619	1750.401709	1035.331967	 
Id249	2333.583039	1598.35283	1362.055	986.675258	 
Id250	3409.707386	1946.426799	1450.265	978.671429	 
Id251	2831.962631	2003.231742	1423.815	954.2	 
Id252	5982.723054	7778.276762	1417.489691	990.565	 
Id253	6091.080972	7309.892487	1476.17	997.64	 
Id254	3474.572414	1960.452459	1375.555	1045.020619	 
Id255	4246.529954	9112.506419	1458.798969	1092.206186	 
Id256	3098.755385	2180.805517	1504.91	1059.89	 
Id257	3087.465774	2625.517196	1428.66	995.845	 
Id258	3104.093949	2675.287443	1387.572165	1035.242268	 
Id259	3285.741935	4036.922414	1431.495	1013.907216	 
Id260	3527.088068	3789.501976	1460.495	1041.31	 
Id261	4782.930939	10430.95496	1353.945	1051.68	 
Id262	3414.776276	2767.439058	1532.285	949.985	 
Id263	2729.341426	2094.827211	1329.32	974.995	 
Id264	3588.729264	4827.91458	1321.979381	991.5	 
Id265	2958.565625	2492.595598	1577.125	1038.22	 
Id266	3528.788274	2337.035961	1544.706186	956.035	 
Id267	3142.911809	3139.265873	1375.635	1031.34	 
Id268	4364.457815	3371.997506	1566	973.795238	 
Id269	2692.462644	2245.303191	1382.852381	992.51	 
Id270	3208.544919	3105.163735	1355.3	978.57	 
Id271	3887.701166	3520.944149	1365.58	872.035	 
Id272	18399.67057	30014.36561	1432.06	1267.465	 
Id273	2652.138983	1816.704248	1253.469072	968.541237	 
Id274	3590.270115	3275.739816	1441.985	1045.235	 
Id275	2698.277433	2101.745928	1505.051546	1046.402062	 
Id276	3211.437967	2847.556463	1402.985	941.045	 
Id277	9462.344526	25021.16062	1372.773196	1200.881443	 
Id278	12171.62763	22119.52347	1556.463918	1280.036082	 
Id279	4521.163889	8428.749672	1352.54	1002.33	 
Id280	11974.68072	1895.584746	1539.762887	1098.164948	 
Id281	2355.437179	1412.322129	1433.964844	968.989691	 
Id282	3043.077131	2320.79803	1459.371429	965.638095	 
Id283	4764.036946	4619.908676	2037.5	1309.472527	 
Id284	7715.358354	7801.645235	1561.361905	986.6	 
Id285	2817.879009	1509.657895	1575.952991	1080.561856	 
Id286	3340.811218	2903.160248	1554.728571	975.290476	 
Id287	2397.935146	1812.774859	1503.835	967.097938	 
Id288	3371.662483	2773.445813	1618.571429	944.728571	 
Id289	3226.153846	3176.192264	1434.390476	905.009524	 
Id290	3117.533597	3042.601926	1484.549451	980.06701	 
Id291	2562.762295	1873.85942	1360.585	961.875	 
Id292	2718.531624	2103.2	1345.814433	1003.345	 
Id293	2823.227599	2154.139092	1401.252577	1003.75	 
Id294	9190.172897	16631.15147	1306.5	1121.186813	 
Id295	2340.535963	1610.582834	1302.851648	917.582418	 
Id296	3875.56797	1644.526639	1456.197802	974.428571	 
Id297	2377.227083	2164.373214	1267.741758	937.087912	 
Id298	2713.489051	1902.580645	1378.159091	934.403409	 
Id299	2706.829082	2226.036613	1417.789773	934.840909	 
Id300	2912.046083	2653.792732	1425.125	925.255	 
Id301	3312.161031	5139.040816	1399.365979	993.783505	 
Id302	5695.921811	2577.489768	1379.89	999.51	 
Id303	6114.923077	2681.909502	1574.041237	996.979381	 
Id304	5337.965732	11562.95658	1576.180412	984.03	 
Id305	2533.73516	1792.844677	1391.873626	978.515464	 
Id306	2448.10058	1861.861538	1335.829897	1055.697802	 
Id307	2559.131725	1951.266447	1339.963918	971.592784	 
Id308	2727.285714	2085.71406	1331.943299	924.097938	 
Id309	2532.338843	2005.152244	1289.835	965.329897	 
Id310	2829.574106	2457.122571	1367.902062	959.561856	 
Id311	2396.364903	1736.718894	1411.801136	1027.565934	 
Id312	2943.599042	2380.794521	1471.01	1061.695876	 
Id313	3069.71813	2628.461942	1375.02	975.525	 
Id314	2643.647638	1677.496945	1464.463918	1151.865979	 
Id315	2995.417891	2590.175991	1413.385714	1066.628571	 
Id316	2581.551959	2137.942275	1453.96	1176.237113	 
Id317	6961.647871	9947.860335	1405.166667	1075.461905	 
Id318	3497.887097	3427.513388	1303.790476	954.066667	 
Id319	2724.272611	2969.207908	1176.771429	1005.095	 
Id320	2629.628141	1967.945092	1376.915	1030.654639	 
Id321	13159.00133	17520.84198	1596.79	1018.509524	 
Id322	2822.074534	2592.439058	1360.015	940.26	 
Id323	2735.925262	2134.15	1457.257143	1046.638095	 
Id324	2796.314121	2132.497207	1427.52381	945.07	 
Id325	2977.16113	2151.597615	1590.375	1015.27	 
Id326	7208.8125	5077.131258	1474.875	1009.67	 
Id327	2953.777589	2242.419771	1538.79	1026.11	 
Id328	5858.69146	4869.019659	1600.8	1047.135	 
Id329	2690.438909	2559.802521	1167.444444	1030.367521	 
Id330	6538.04578	18217.5891	988.82963	1091.42963	 
Id331	4486.150452	10565.79295	1192.114286	1508.585714	 
Id332	2829.2913	2744.428844	1005.217213	1031.598361	 
Id333	2301.162455	2142.719873	1098.880342	1025.371795	 
Id334	2410.395036	2079.478389	1014.766393	1022.114754	 
Id335	2414.986585	2389.819149	1037.418803	1004.068376	 
Id336	2818.397698	3396.636158	1214.561905	1223.533333	 
Id337	2624.367177	3116.283505	1097.12	1050.835	 
Id338	6194.169336	14774.14556	999.8	1149.028571	 
Id339	16862.88365	24861.95152	1214.183761	1249.940171	 
Id340	2761.417202	3098.096234	1179.495238	878.688034	 
Id341	3912.14372	6045.251147	1099.557143	926.861905	 
Id342	8997.071429	25945.80603	1276.119658	1812.008547	 
Id343	7974.002083	5431.918051	1081.666667	1114.57619	 
Id344	9041.555556	15103.65843	1035.638095	1244.590476	 
Id345	4283.015674	14683.59274	1094.029915	1300.029915	 
Id346	11293.62484	5459.799557	2013.71	1134.757143	 
Id347	3580.461638	5075.795685	1040.5	1048.125	 
Id348	3591.901979	5149.436275	1340.131148	1109.285714	 
Id349	2467.095975	2545.791152	955.286885	939.965812	 
Id350	3125.148189	4654.548287	1006.363248	924.987179	 
Id351	2501.600775	2696.980549	1070.3	857.833333	 
Id352	3124.488199	4473.921569	974.304762	872.433333	 
Id353	3548.442819	2481.69685	1066.78	962.705	 
Id354	1937.242718	1428.987055	1143.965909	971.778409	 
Id355	3086.854054	5895.481576	1054.085	982.045	 
Id356	2337.24207	1991.070284	1201.715	993.77619	 
Id357	4318.710684	17768.03054	1086.209524	981.285714	 
Id358	2535.436675	3167.777003	1033.942857	957.971429	 
Id359	2256.814645	2098.623047	1038.032787	932.22541	 
Id360	3369.396226	6577.12956	1045.955	1040.485	 
Id361	27057.20345	48521.77604	1130.038095	1456.447619	 
Id362	2585.76204	2061.122159	953.975	987.21	 
Id363	3137.595645	1659.802846	1029.242268	971.269231	 
Id364	4405.426144	8378.06599	983.36	1063.08	 
Id365	2802.068966	3500.667053	1111.6	963.77619	 
Id366	2357.635	2884.02965	1214.295	1448.94	 
Id367	2986.273514	3632.619654	1373.959016	1025.680328	 
Id368	2953.898907	7847.894737	1162.415	1045.685714	 
Id369	22861.72018	41098.47207	1269.480952	1346.814286	 
Id370	7320.356103	3634.876957	1138.119048	1137.12381	 
Id371	9185.860412	3358.024166	1108.404762	950.071429	 
Id372	32457.35545	55598.70354	1090.368852	1201.622951	 
Id373	2909.399754	4721.664391	1061.057143	980.004762	 
Id374	1930.431111	1494.588235	1066.809278	1009.685567	 
Id375	3985.99893	4510.998867	950.418803	947.585714	 
Id376	2620.530303	3099.304989	970.166667	905.047619	 
Id377	6817.68655	12808.81084	1162.014286	1097.742857	 
Id378	2061.924528	1489.661789	1037.94	874.585	 
Id379	2971.460069	1538.648855	1266.659794	967.948454	 
Id380	2565.362445	1601.916538	1161.525	928.345	 
Id381	3093.788889	2592.818935	1078.171429	984.161905	 
Id382	3023.296834	3048.918728	1006.88	951.533333	 
Id383	3809.011587	2526.701422	914.609524	1023.409524	 
Id384	3251.962884	4625.125896	998.491453	987.931624	 
Id385	4298.83812	6178.136709	929.96	1087.13	 
Id386	4270.896053	3195.317259	1008.42	965.905	 
Id387	2324.422069	2941.500654	1037.32381	1038.82	 
Id388	1735.007614	1386.185759	985.551546	926.744318	 
Id389	2820.78282	4039.95493	1242.969072	1212.64433	 
Id390	31600.34866	53369.52188	1403.790476	1775.647619	 
Id391	3321.4654	4393.97601	1147.18	1089.81	 
Id392	3855.086957	2894.834428	958.55	934.79	 
Id393	2829.848485	3917.93894	1049.819048	950.852381	 
Id394	7231.523517	15637.50489	1711.785714	3017.747253	 
Id395	2349.564254	2700.275159	1011.21	914.945	 
Id396	4228.544288	4704.882647	1061.175	1012.215	 
Id397	2721.377427	3169.267271	974.133333	946.009524	 
Id398	3546.46356	3714.990836	955.47619	937.67619	 
Id399	4742.342435	3959.227477	980.442857	930.466667	 
Id400	3396.169654	5871.803877	985.685714	986.304762	 
Id401	7198.265122	35065.65594	1098.715	1350.015	 
Id402	2932.671177	2989.939883	1050.615	1315.73	 
Id403	19268.9793	36018.20574	1233.095	1214.49	 
Id404	5210.139687	3722.399135	1076.13	1116.201031	 
Id405	3730.490814	4423.953368	1067.225	1015.215	 
Id406	2662.175652	2084.626404	1175.020619	959.755	 
Id407	4767.252947	13110.95066	1023.128205	1021.529915	 
Id408	3430.35	5216.915398	1184.285714	1006.318681	 
Id409	2922.412181	4821.550633	1163.81	1129.8	 
Id410	2610.052553	2499.93306	1071.945	933.67	 
Id411	3056.330891	4485.008872	1047.804762	1152.66	 
Id412	2857.122449	2617.979253	1348.165	999.03	 
Id413	49904.79926	56351.06839	1371.395	1513.209524	 
Id414	3198.581722	4009.134494	1563.783505	1908.757732	 
Id415	53338.94604	59116.82359	3317.052381	2240.606838	 
Id416	1875.440092	1592.265363	1095.541237	1085.857143	 
Id417	2747.353904	4618.74031	946.1	930.72	 
Id418	2635.541457	4121.62	999.880952	1065.495	 
Id419	6039.750869	7407.467342	966.819048	965.552381	 
Id420	13184.03886	23162.63352	1265.861905	1146.552381	 
Id421	2292.446781	2651.871614	974.133333	977.171429	 
Id422	5873.875	20862.40182	1039.5	2121.72	 
Id423	2174.841292	2084.20024	1027.552381	971.27619	 
Id424	7946.09987	9737.43593	1062.835	1011.66	 
Id425	16111.39047	26243.04241	1259.271429	1023.2	 
Id426	4035.741445	3749.933562	1121.73	904.504762	 
Id427	30280.24581	2215.640762	1483.052381	1263.32381	 
Id428	3478.406977	3912.6	1003.080952	1018.142857	 
Id429	2697.622832	3953.76615	1126.92	960.05	 
Id430	6519.423904	8576.54852	1021.861111	969.646825	 
Id431	7689.403965	18176.69753	1301.44	1526.535	 
Id432	5182.698499	15751.09975	1041.445	1033.595	 
Id433	3068.034188	3970.240893	988.295238	973.738095	 
Id434	6558.898816	5987.057432	974.987179	1045.109524	 
Id435	6302.263158	16875.22194	1086.915	1033.2	 
Id436	5577.263277	6253.370824	986.87619	1069.690476	 
Id437	20301.80684	7675.594444	1096.666667	1210.7	 
Id438	36282.76008	56418.27215	1170.252137	1386.598361	 
Id439	59331.95159	63614.17506	12474.71825	11489.77381	 
Id440	22554.13771	27365.00451	1178.807377	1187.70082	 
Id441	6006.067776	6632.52327	1398.947619	1248.51	 
Id442	15015.8614	27660.02879	1093.071429	1139.252381	 
Id443	12428.90124	5689.47032	994.828571	900.333333	 
Id444	6623.350588	8528.073948	988.366667	1024.947619	 
Id445	18121.15097	30714.97735	1045.209524	1147.142857	 
Id446	4589.904712	5871.943992	991.581197	880.358974	 
Id447	2995.198044	4453.415313	947.485714	910.914286	 
Id448	3290.370213	4801.931412	1171.581197	1310.538462	 
Id449	2944.035519	3482.583333	1389.215909	1310.6875	 
Id450	3123.588424	6007.162044	1086.469072	1097.329897	 
Id451	2262.437177	1902.048611	1114.7	960.17	 
Id452	4013.616992	7896.012804	1232.385	997.455	 
Id453	2206.126065	2203.057971	980.154639	892.793814	 
Id454	2442.387302	2126.314404	1066.05	1024.14	 
Id455	2813.133545	3893.510638	1095.139175	1125.886598	 
Id456	2842.636197	4054.233221	1064.708791	1022.89011	 
Id457	3081.628223	4064.071698	1102.8	1111.475	 
Id458	4606.252283	8168.121485	968.990476	1144.014286	 
Id459	2218.720207	2584.638665	931.119048	989.071429	 
Id460	3027.167073	6525.394044	998.580952	1039.461905	 
Id461	3238.027123	1674.709552	1046.642857	1049.5	 
Id462	10417.2364	16137.76386	1053.555556	1460.82381	 
Id463	4215.40367	4678.376884	1276.255	1228.31	 
Id464	3451.531287	4871.858396	1033.371429	1350.18	 
Id465	3789.217456	6174.622078	1043.92268	935.745	 
Id466	4595.218566	4516.715909	986.147619	956.3	 
Id467	3387.747948	3377.641892	941.633333	871.785714	 
Id468	3977.071724	6683.724823	1001.14	1102.5	 
Id469	6661.619289	9701.774559	1065.035	1123.085	 
Id470	10418.27293	3531.556933	1107.138095	903.314286	 
Id471	2112.5	2605.396748	1088.371134	1123.128866	 
Id472	2248.010819	1972.423237	953.055	883.74	 
Id473	21946.09851	28005.57928	1238.72381	2306.94	 
Id474	2260.646859	1875.907781	1103.59	918.195	 
Id475	2042.185547	1673.231689	1055.865979	950.395	 
Id476	2051.734219	1694.276873	1035.675	901.628866	 
Id477	2030.109244	1806.460163	1056.520619	969.85567	 
Id478	3095.236986	7427.015287	979.505	1032.31	 
Id479	6536.495035	19406.17082	1178.654639	1145.685	 
Id480	6325.460542	17790.78758	1027.5	1268.22	 
Id481	9972.116306	51615.36475	1065.014286	1744.166667	 
Id482	12009.92	24309.06818	973.515	1305.07732	 
Id483	4863.306616	3119.737589	1037.095	934.495238	 
Id484	2975.792722	4400.424113	1040.850515	949.592784	 
Id485	3157.180061	4345.041392	947.536885	872.786885	 
